,person,data_set,data_store,data_size,query,trial,response_time
330,Tjerk,arrest_db,relational,80000,11,8,333.160400390625
331,Tjerk,arrest_db,relational,80000,11,9,330.1706314086914
332,Tjerk,arrest_db,relational,80000,11,10,333.1284523010254
333,Tjerk,arrest_db,relational,110000,import,1,2345.6056118011475
334,Tjerk,arrest_db,relational,110000,1,1,40.92288017272949
335,Tjerk,arrest_db,relational,110000,1,2,39.89386558532715
336,Tjerk,arrest_db,relational,110000,1,3,39.89362716674805
337,Tjerk,arrest_db,relational,110000,1,4,38.89608383178711
338,Tjerk,arrest_db,relational,110000,1,5,42.88625717163086
339,Tjerk,arrest_db,relational,110000,1,6,40.92240333557129
340,Tjerk,arrest_db,relational,110000,1,7,39.49403762817383
341,Tjerk,arrest_db,relational,110000,1,8,40.93170166015625
342,Tjerk,arrest_db,relational,110000,1,9,40.92526435852051
343,Tjerk,arrest_db,relational,110000,1,10,39.89720344543457
344,Tjerk,arrest_db,relational,110000,2,1,113.69538307189941
345,Tjerk,arrest_db,relational,110000,2,2,114.69316482543945
346,Tjerk,arrest_db,relational,110000,2,3,114.69292640686035
347,Tjerk,arrest_db,relational,110000,2,4,111.70101165771484
348,Tjerk,arrest_db,relational,110000,2,5,116.68848991394043
349,Tjerk,arrest_db,relational,110000,2,6,113.02518844604492
350,Tjerk,arrest_db,relational,110000,2,7,113.69562149047852
351,Tjerk,arrest_db,relational,110000,2,8,113.69562149047852
352,Tjerk,arrest_db,relational,110000,2,9,114.69340324401855
353,Tjerk,arrest_db,relational,110000,2,10,112.69807815551758
354,Tjerk,arrest_db,relational,110000,3,1,37.89806365966797
355,Tjerk,arrest_db,relational,110000,3,2,33.90908241271973
356,Tjerk,arrest_db,relational,110000,3,3,32.91130065917969
357,Tjerk,arrest_db,relational,110000,3,4,33.908843994140625
358,Tjerk,arrest_db,relational,110000,3,5,32.91177749633789
359,Tjerk,arrest_db,relational,110000,3,6,32.91153907775879
360,Tjerk,arrest_db,relational,110000,3,7,32.91177749633789
361,Tjerk,arrest_db,relational,110000,3,8,32.91177749633789
362,Tjerk,arrest_db,relational,110000,3,9,33.93435478210449
363,Tjerk,arrest_db,relational,110000,3,10,32.91630744934082
364,Tjerk,arrest_db,relational,110000,4,1,558.5064888000488
365,Tjerk,arrest_db,relational,110000,4,2,555.4804801940918
366,Tjerk,arrest_db,relational,110000,4,3,561.4981651306152
367,Tjerk,arrest_db,relational,110000,4,4,562.4949932098389
368,Tjerk,arrest_db,relational,110000,4,5,554.5167922973633
369,Tjerk,arrest_db,relational,110000,4,6,559.5030784606934
