,person,data_set,data_store,data_size,query,trial,response_time
250,felix,arrest_db,relational,80000,3,8,40.23623466491699
251,felix,arrest_db,relational,80000,3,9,39.74771499633789
252,felix,arrest_db,relational,80000,3,10,40.068864822387695
253,felix,arrest_db,relational,80000,4,1,171.83685302734375
254,felix,arrest_db,relational,80000,4,2,163.88201713562012
255,felix,arrest_db,relational,80000,4,3,163.43212127685547
256,felix,arrest_db,relational,80000,4,4,165.6169891357422
257,felix,arrest_db,relational,80000,4,5,165.9371852874756
258,felix,arrest_db,relational,80000,4,6,164.49260711669922
259,felix,arrest_db,relational,80000,4,7,177.13522911071777
260,felix,arrest_db,relational,80000,4,8,163.23304176330566
261,felix,arrest_db,relational,80000,4,9,161.96131706237793
262,felix,arrest_db,relational,80000,4,10,173.02584648132324
263,felix,arrest_db,relational,80000,5,1,204.47301864624023
264,felix,arrest_db,relational,80000,5,2,202.0859718322754
265,felix,arrest_db,relational,80000,5,3,205.91115951538086
266,felix,arrest_db,relational,80000,5,4,203.16386222839355
267,felix,arrest_db,relational,80000,5,5,203.5961151123047
268,felix,arrest_db,relational,80000,5,6,205.41119575500488
269,felix,arrest_db,relational,80000,5,7,204.85997200012207
270,felix,arrest_db,relational,80000,5,8,202.82578468322754
271,felix,arrest_db,relational,80000,5,9,200.4411220550537
272,felix,arrest_db,relational,80000,5,10,202.61192321777344
273,felix,arrest_db,relational,80000,6,1,78.9341926574707
274,felix,arrest_db,relational,80000,6,2,74.24473762512207
275,felix,arrest_db,relational,80000,6,3,78.59110832214355
276,felix,arrest_db,relational,80000,6,4,75.13594627380371
277,felix,arrest_db,relational,80000,6,5,74.5689868927002
278,felix,arrest_db,relational,80000,6,6,76.5681266784668
279,felix,arrest_db,relational,80000,6,7,76.29108428955078
280,felix,arrest_db,relational,80000,6,8,73.44388961791992
281,felix,arrest_db,relational,80000,6,9,75.71291923522949
282,felix,arrest_db,relational,80000,6,10,75.59800148010254
283,felix,arrest_db,relational,80000,7,1,111.24610900878906
284,felix,arrest_db,relational,80000,7,2,108.26897621154785
285,felix,arrest_db,relational,80000,7,3,108.60109329223633
286,felix,arrest_db,relational,80000,7,4,110.2299690246582
287,felix,arrest_db,relational,80000,7,5,108.19816589355469
288,felix,arrest_db,relational,80000,7,6,109.86804962158203
289,felix,arrest_db,relational,80000,7,7,108.77203941345215
290,felix,arrest_db,relational,80000,7,8,108.35599899291992
291,felix,arrest_db,relational,80000,7,9,110.02397537231445
292,felix,arrest_db,relational,80000,7,10,109.73882675170898
293,felix,arrest_db,relational,80000,8,1,346.7371463775635
294,felix,arrest_db,relational,80000,8,2,346.9729423522949
295,felix,arrest_db,relational,80000,8,3,352.0541191101074
296,felix,arrest_db,relational,80000,8,4,351.76682472229004
297,felix,arrest_db,relational,80000,8,5,346.00210189819336
298,felix,arrest_db,relational,80000,8,6,346.59886360168457
299,felix,arrest_db,relational,80000,8,7,356.3799858093262
300,felix,arrest_db,relational,80000,8,8,348.22583198547363
301,felix,arrest_db,relational,80000,8,9,347.4080562591553
302,felix,arrest_db,relational,80000,8,10,354.888916015625
303,felix,arrest_db,relational,80000,9,1,101.67908668518066
304,felix,arrest_db,relational,80000,9,2,95.18599510192871
305,felix,arrest_db,relational,80000,9,3,95.2458381652832
306,felix,arrest_db,relational,80000,9,4,96.02093696594238
307,felix,arrest_db,relational,80000,9,5,92.64516830444336
308,felix,arrest_db,relational,80000,9,6,95.68214416503906
309,felix,arrest_db,relational,80000,9,7,94.1019058227539
310,felix,arrest_db,relational,80000,9,8,93.62006187438965
311,felix,arrest_db,relational,80000,9,9,95.18599510192871
312,felix,arrest_db,relational,80000,9,10,93.36996078491211
313,felix,arrest_db,relational,80000,10,1,18.054723739624023
314,felix,arrest_db,relational,80000,10,2,17.83609390258789
315,felix,arrest_db,relational,80000,10,3,17.938852310180664
316,felix,arrest_db,relational,80000,10,4,17.932891845703125
317,felix,arrest_db,relational,80000,10,5,16.900300979614258
318,felix,arrest_db,relational,80000,10,6,16.025781631469727
319,felix,arrest_db,relational,80000,10,7,15.745162963867188
320,felix,arrest_db,relational,80000,10,8,15.613794326782227
321,felix,arrest_db,relational,80000,10,9,15.801668167114258
322,felix,arrest_db,relational,80000,10,10,15.993118286132812
323,felix,arrest_db,relational,80000,11,1,36.1638069152832
324,felix,arrest_db,relational,80000,11,2,37.62364387512207
325,felix,arrest_db,relational,80000,11,3,36.89122200012207
326,felix,arrest_db,relational,80000,11,4,34.32869911193848
327,felix,arrest_db,relational,80000,11,5,35.03584861755371
328,felix,arrest_db,relational,80000,11,6,34.512996673583984
329,felix,arrest_db,relational,80000,11,7,35.368919372558594
330,felix,arrest_db,relational,80000,11,8,34.594058990478516
331,felix,arrest_db,relational,80000,11,9,35.84003448486328
332,felix,arrest_db,relational,80000,11,10,35.14289855957031
333,felix,arrest_db,relational,110000,import,1,4831.78186416626
334,felix,arrest_db,relational,110000,1,1,66.04194641113281
335,felix,arrest_db,relational,110000,1,2,59.925079345703125
336,felix,arrest_db,relational,110000,1,3,59.00287628173828
337,felix,arrest_db,relational,110000,1,4,58.992862701416016
338,felix,arrest_db,relational,110000,1,5,57.63888359069824
339,felix,arrest_db,relational,110000,1,6,59.052228927612305
